Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1,Stephen Curry\curryst01,2015-16,27,GSW,NBA,17.9,79,79,2700,805,1598,403,712,402,886,363,400,68,362,430,527,169,15,262,161,2375,.504,.566,.454,.630,.908,.669
2,Kevin Durant\duranke01,2015-16,27,OKC,NBA,14.5,72,72,2578,698,1381,512,900,186,481,447,498,45,544,589,361,69,85,250,137,2029,.505,.569,.387,.573,.898,.634
3,Russell Westbrook\westbru01,2015-16,27,OKC,NBA,14.0,80,80,2750,656,1444,555,1103,101,341,465,573,145,481,626,834,163,20,342,200,1878,.454,.503,.296,.489,.812,.554
4,Kawhi Leonard\leonaka01,2015-16,24,SAS,NBA,13.7,72,72,2380,551,1090,422,799,129,291,292,334,95,398,493,186,128,71,105,133,1523,.506,.528,.443,.565,.874,.616
5,LeBron James\jamesle01,2015-16,31,CLE,NBA,13.6,76,76,2709,737,1416,650,1134,87,282,359,491,111,454,565,514,104,49,249,143,1920,.520,.573,.309,.551,.731,.588
6,James Harden\hardeja01,2015-16,26,HOU,NBA,13.3,82,82,3125,710,1617,474,960,236,657,720,837,63,438,501,612,139,51,374,229,2376,.439,.494,.359,.512,.860,.598
7,Chris Paul\paulch01,2015-16,30,LAC,NBA,12.7,74,74,2420,515,1114,393,785,122,329,294,328,39,271,310,738,152,13,194,185,1446,.462,.501,.371,.517,.896,.575
8,Kyle Lowry\lowryky01,2015-16,29,TOR,NBA,11.6,77,77,2851,512,1198,300,651,212,547,398,491,55,310,365,494,158,34,225,211,1634,.427,.461,.388,.516,.811,.578
9,DeAndre Jordan\jordade01,2015-16,27,LAC,NBA,11.5,77,77,2598,357,508,357,507,0,1,266,619,267,792,1059,90,51,177,107,207,980,.703,.704,.000,.703,.430,.628
10,Draymond Green\greendr01,2015-16,25,GSW,NBA,11.1,81,81,2808,401,819,301,561,100,258,229,329,134,635,769,598,119,113,259,240,1131,.490,.537,.388,.551,.696,.587
11,Hassan Whiteside\whiteha01,2015-16,26,MIA,NBA,10.3,73,43,2125,413,682,413,682,0,0,214,329,238,627,865,30,44,269,137,201,1040,.606,.606,,.606,.650,.629
12,LaMarcus Aldridge\aldrila01,2015-16,30,SAS,NBA,10.1,74,74,2261,536,1045,536,1029,0,16,259,302,176,456,632,110,38,81,99,151,1331,.513,.521,.000,.513,.858,.565
13,Paul Millsap\millspa01,2015-16,30,ATL,NBA,10.1,81,81,2647,501,1066,427,834,74,232,309,408,198,534,732,265,147,139,191,237,1385,.470,.512,.319,.505,.757,.556
14,DeMar DeRozan\derozde01,2015-16,26,TOR,NBA,9.9,78,78,2804,614,1377,567,1238,47,139,555,653,64,285,349,315,81,21,175,167,1830,.446,.458,.338,.463,.850,.550
15,Kemba Walker\walkeke02,2015-16,25,CHO,NBA,9.9,81,81,2885,568,1331,386,841,182,490,371,438,56,301,357,421,126,39,171,111,1689,.427,.459,.371,.495,.847,.554
16,Isaiah Thomas\thomais02,2015-16,26,BOS,NBA,9.7,82,79,2644,591,1382,424,917,167,465,474,544,46,197,243,509,91,9,220,167,1823,.428,.462,.359,.488,.871,.562
17,Al Horford\horfoal01,2015-16,29,ATL,NBA,9.4,82,82,2631,529,1048,441,792,88,256,103,129,148,448,596,263,68,121,107,163,1249,.505,.557,.344,.547,.798,.565
18,Paul George\georgpa01,2015-16,25,IND,NBA,9.2,81,81,2819,605,1449,395,883,210,566,454,528,79,484,563,329,152,29,265,230,1874,.418,.447,.371,.490,.860,.557
19,Damian Lillard\lillada01,2015-16,25,POR,NBA,9.2,75,75,2676,618,1474,389,864,229,610,414,464,45,257,302,512,65,28,242,165,1879,.419,.450,.375,.497,.892,.560
20,Jimmy Butler\butleji01,2015-16,26,CHI,NBA,9.1,67,67,2474,470,1035,406,830,64,205,395,475,79,279,358,321,110,43,132,124,1399,.454,.489,.312,.485,.832,.562
21,Gordon Hayward\haywago01,2015-16,25,UTA,NBA,8.9,80,80,2893,521,1202,378,792,143,410,393,477,61,336,397,296,95,27,202,183,1578,.433,.477,.349,.493,.824,.559
22,Tristan Thompson\thomptr01,2015-16,24,CLE,NBA,8.7,82,34,2269,247,420,247,420,0,0,149,242,268,470,738,62,38,51,61,202,643,.588,.588,,.588,.616,.611
23,Kevin Love\loveke01,2015-16,27,CLE,NBA,8.5,77,77,2424,409,977,251,538,158,439,258,314,149,613,762,186,58,41,142,159,1234,.419,.467,.360,.499,.822,.553
24,Karl-Anthony Towns\townska01,2015-16,20,MIN,NBA,8.3,82,82,2627,625,1153,595,1065,30,88,223,275,229,629,858,161,58,138,183,245,1503,.542,.559,.341,.555,.811,.590
25,Enes Kanter\kanteen01,2015-16,23,OKC,NBA,8.1,82,1,1721,414,719,404,698,10,21,200,251,249,415,664,33,26,33,115,166,1038,.576,.579,.476,.583,.797,.626
26,Klay Thompson\thompkl01,2015-16,25,GSW,NBA,8.0,80,80,2666,651,1386,375,736,276,650,193,221,35,271,306,166,60,49,138,152,1771,.470,.510,.425,.569,.873,.597
27,Marvin Williams\willima02,2015-16,29,CHO,NBA,7.8,81,81,2338,338,747,186,369,152,378,120,144,127,394,521,110,58,77,62,133,948,.452,.504,.402,.554,.833,.585
28,Greg Monroe\monrogr01,2015-16,25,MIL,NBA,7.5,79,67,2314,491,941,491,940,0,1,228,308,218,478,696,178,72,67,129,163,1210,.522,.522,.000,.522,.740,.562
29,Andre Drummond\drumman01,2015-16,22,DET,NBA,7.4,81,81,2666,552,1060,550,1054,2,6,208,586,395,803,1198,67,119,112,155,245,1314,.521,.522,.333,.522,.355,.499
30,Jae Crowder\crowdja01,2015-16,25,BOS,NBA,7.3,73,73,2308,360,813,238,450,122,363,196,239,70,303,373,135,126,35,83,198,1038,.443,.529,.336,.518,.820,.565
31,Marcin Gortat\gortama01,2015-16,31,WAS,NBA,7.3,75,74,2256,433,764,433,763,0,1,146,207,222,519,741,106,47,96,121,193,1012,.567,.567,.000,.567,.705,.592
32,Anthony Davis\davisan02,2015-16,22,NOP,NBA,7.2,61,61,2164,560,1136,525,1028,35,108,326,430,130,497,627,116,78,125,121,148,1481,.493,.511,.324,.508,.758,.559
33,Giannis Antetokounmpo\antetgi01,2015-16,21,MIL,NBA,7.1,80,79,2823,513,1013,485,904,28,109,296,409,113,499,612,345,94,113,208,258,1350,.506,.537,.257,.520,.724,.566
34,Derrick Favors\favorde01,2015-16,24,UTA,NBA,7.1,62,59,1983,418,811,418,807,0,4,180,254,169,334,503,94,74,91,104,150,1016,.515,.518,.000,.515,.709,.551
35,Pau Gasol\gasolpa01,2015-16,35,CHI,NBA,7.1,72,72,2291,467,995,443,926,24,69,229,289,155,638,793,294,42,146,164,148,1187,.469,.478,.348,.481,.792,.529
36,Reggie Jackson\jacksre01,2015-16,25,DET,NBA,6.9,79,79,2424,540,1244,422,910,118,334,291,337,58,195,253,492,59,11,223,187,1489,.434,.464,.353,.482,.864,.535
37,Jonas Valanciunas\valanjo01,2015-16,23,TOR,NBA,6.9,60,59,1557,303,536,303,536,0,0,162,213,184,363,547,42,25,80,85,158,768,.565,.565,,.565,.761,.610
38,Dirk Nowitzki\nowitdi01,2015-16,37,DAL,NBA,6.8,75,75,2364,498,1112,372,770,126,342,250,280,52,437,489,132,52,52,84,161,1372,.448,.483,.368,.504,.893,.555
39,Ed Davis\davised01,2015-16,26,POR,NBA,6.7,81,0,1684,206,337,206,337,0,0,114,204,224,375,599,88,57,72,64,202,526,.611,.611,,.611,.559,.616
40,Nikola Jokic\jokicni01,2015-16,20,DEN,NBA,6.7,80,55,1733,307,600,279,516,28,84,154,190,181,379,560,189,79,50,104,208,796,.512,.541,.333,.535,.811,.582
41,J.J. Redick\redicjj01,2015-16,31,LAC,NBA,6.7,75,75,2097,422,880,222,459,200,421,182,205,10,129,139,106,42,5,78,135,1226,.480,.484,.475,.593,.888,.632
42,Tobias Harris\harrito02,2015-16,23,TOT,NBA,6.6,76,74,2513,417,889,337,650,80,239,202,243,96,414,510,169,65,40,108,153,1116,.469,.518,.335,.514,.831,.560
43,Dwight Howard\howardw01,2015-16,30,HOU,NBA,6.6,71,71,2280,372,600,372,594,0,6,232,474,238,597,835,98,69,113,166,219,976,.620,.626,.000,.620,.489,.604
44,Steven Adams\adamsst01,2015-16,22,OKC,NBA,6.5,80,80,2014,261,426,261,426,0,0,114,196,219,314,533,62,42,89,84,223,636,.613,.613,,.613,.582,.621
45,Carmelo Anthony\anthoca01,2015-16,31,NYK,NBA,6.4,72,72,2530,567,1307,462,997,105,310,334,403,98,458,556,299,62,38,176,180,1573,.434,.463,.339,.474,.829,.530
46,Chris Bosh\boshch01,2015-16,31,MIA,NBA,6.4,53,53,1778,358,767,277,545,81,222,213,268,48,342,390,128,36,34,78,101,1010,.467,.508,.365,.520,.795,.571
47,Luol Deng\denglu01,2015-16,30,MIA,NBA,6.4,74,73,2394,339,745,251,489,88,256,145,192,108,335,443,140,74,29,81,122,911,.455,.513,.344,.514,.755,.549
48,Rudy Gobert\goberru01,2015-16,23,UTA,NBA,6.4,61,60,1932,198,354,198,354,0,0,161,283,208,460,668,91,45,135,114,163,557,.559,.559,,.559,.569,.582
