GAME_ID,LOCATION,W/L,DEFENSIVE_RATING,PLAYER_NAME,PLAYER_ID,POINTS,TEAM,OPPOSING_TEAM
21400355,A,L,98.7,gerald henderson,201945,8,CHA,CLE
21400341,H,L,100.9,gerald henderson,201945,4,CHA,BKN
21400334,A,L,95.1,gerald henderson,201945,8,CHA,MEM
21400316,H,W,101.2,gerald henderson,201945,7,CHA,BOS
21400276,H,W,101.2,gerald henderson,201945,18,CHA,NYK
21400263,H,L,97.8,gerald henderson,201945,8,CHA,CHI
21400237,A,L,97.1,gerald henderson,201945,12,CHA,ATL
21400224,H,L,99.9,gerald henderson,201945,6,CHA,GSW
21400210,H,L,98.6,gerald henderson,201945,12,CHA,POR
21400198,H,L,100.1,gerald henderson,201945,6,CHA,LAC
21400195,A,L,97.3,gerald henderson,201945,5,CHA,MIA
21400172,H,L,101.4,gerald henderson,201945,10,CHA,ORL
21400160,A,L,97.0,gerald henderson,201945,0,CHA,IND
21400146,H,L,102.3,gerald henderson,201945,17,CHA,DAL
21400140,A,L,99.9,gerald henderson,201945,5,CHA,GSW
21400130,A,W,103.3,gerald henderson,201945,3,CHA,PHX
21400097,A,L,105.3,gerald henderson,201945,2,CHA,LAL
21400057,H,W,97.3,gerald henderson,201945,4,CHA,MIA
21400054,A,L,98.6,gerald henderson,201945,4,CHA,NOP
21400041,A,L,101.2,gerald henderson,201945,0,CHA,NYK
21400028,H,L,95.1,gerald henderson,201945,8,CHA,MEM
21400004,H,W,97.4,gerald henderson,201945,0,CHA,MIL
21400643,A,L,98.7,kemba walker,202689,7,CHA,CLE
21400625,H,W,97.3,kemba walker,202689,10,CHA,MIA
21400574,H,L,97.0,kemba walker,202689,19,CHA,SAS
21400549,A,W,101.2,kemba walker,202689,20,CHA,NYK
21400535,A,W,100.9,kemba walker,202689,25,CHA,TOR
21400522,H,W,98.6,kemba walker,202689,25,CHA,NOP
21400510,A,W,101.2,kemba walker,202689,26,CHA,BOS
21400495,A,W,101.4,kemba walker,202689,24,CHA,ORL
21400484,H,L,98.7,kemba walker,202689,9,CHA,CLE
21400478,A,L,100.5,kemba walker,202689,9,CHA,HOU
21400459,H,L,97.4,kemba walker,202689,16,CHA,MIL
21400444,H,L,101.4,kemba walker,202689,35,CHA,ORL
21400438,A,L,101.8,kemba walker,202689,4,CHA,OKC
21400423,A,W,97.4,kemba walker,202689,19,CHA,MIL
21400409,H,W,105.0,kemba walker,202689,12,CHA,DEN
21400395,H,W,94.9,kemba walker,202689,18,CHA,UTA
21400384,A,W,101.0,kemba walker,202689,29,CHA,PHI
21400369,H,L,103.3,kemba walker,202689,22,CHA,PHX
21400355,A,L,98.7,kemba walker,202689,23,CHA,CLE
21400341,H,L,100.9,kemba walker,202689,7,CHA,BKN
21400334,A,L,95.1,kemba walker,202689,26,CHA,MEM
21400316,H,W,101.2,kemba walker,202689,11,CHA,BOS
21400276,H,W,101.2,kemba walker,202689,8,CHA,NYK
21400263,H,L,97.8,kemba walker,202689,15,CHA,CHI
21400237,A,L,97.1,kemba walker,202689,4,CHA,ATL
21400224,H,L,99.9,kemba walker,202689,10,CHA,GSW
21400210,H,L,98.6,kemba walker,202689,13,CHA,POR
21400198,H,L,100.1,kemba walker,202689,8,CHA,LAC
21400195,A,L,97.3,kemba walker,202689,14,CHA,MIA
21400172,H,L,101.4,kemba walker,202689,15,CHA,ORL
21400160,A,L,97.0,kemba walker,202689,12,CHA,IND
21400146,H,L,102.3,kemba walker,202689,7,CHA,DAL
21400140,A,L,99.9,kemba walker,202689,6,CHA,GSW
21400130,A,W,103.3,kemba walker,202689,16,CHA,PHX
21400107,A,L,98.6,kemba walker,202689,13,CHA,POR
21400097,A,L,105.3,kemba walker,202689,14,CHA,LAL
21400071,H,W,97.1,kemba walker,202689,12,CHA,ATL
21400057,H,W,97.3,kemba walker,202689,12,CHA,MIA
21400054,A,L,98.6,kemba walker,202689,11,CHA,NOP
21400041,A,L,101.2,kemba walker,202689,12,CHA,NYK
21400028,H,L,95.1,kemba walker,202689,3,CHA,MEM
21400004,H,W,97.4,kemba walker,202689,21,CHA,MIL
21400899,A,W,100.9,michael kidd-gilchrist,203077,8,CHA,BKN
21400890,H,W,105.3,michael kidd-gilchrist,203077,12,CHA,LAL
21400882,A,W,101.4,michael kidd-gilchrist,203077,8,CHA,ORL
